대분류,중분류,소분류,발명의 명칭,출원일,대표출원인 국적
UAM,항행•교통관리,UAM 충돌회피,System and method for gimbal lock avoidance in an aircraft,2019.06.21,US
UAM,항행•교통관리,UAM 통합 교통관리,Gyroplane prerotation by compressed air,2011.10.27,US
UAM,기체•부품,동력•추진 시스템,"Fail safe, multiple source, tip-jet supply apparatus and method",2011.09.07,US
UAM,항행•교통관리,UAM 통합 교통관리,Reactive drive rotor head with external swashplate,2012.03.29,US
UAM,기체•부품,동력•추진 시스템,Feathering-spindle-bearing lubrication and temperature control,2011.09.07,US
UAM,항행•교통관리,UAM 통합 교통관리,Rotor hub systems and methods,2009.04.22,US
UAM,기체•부품,기체구조,Rotorcraft including auxiliary propulsor positioned to ingest boundary layer flow,2015.09.29,US
UAM,기체•부품,기체구조,Rotorcraft configuration and method of rotorcraft design,2015.09.29,US
UAM,기체•부품,기체구조,Rotorcraft configuration and method of rotorcraft design,2015.09.29,US
UAM,항행•교통관리,UAM 통합 교통관리,Driveline architecture for rotorcraft featuring active response actuators,2016.01.04,US
UAM,기체•부품,기체구조,Rotorcraft glade grip,2021.09.10,US
UAM,기체•부품,기계•전기전자 시스템,Mission-adaptive rotor blade with circulation control,2015.03.23,US
UAM,기체•부품,기계•전기전자 시스템,Mission-adaptive rotor blade with circulation control,2012.07.09,US
UAM,기체•부품,동력•추진 시스템,Rotorcraft top fairing having a profile in the shape of a truncated drop of water that is provided with a hump of uneven surface,2014.11.19,FR
UAM,기체•부품,기체구조,Rotary-wing aircraft having a top fairing of the,2014.11.26,FR
UAM,기체•부품,기체구조,Rotorcraft top fairing fitted with a movable member for guiding a stream of air flowing towards the rear of the rotorcraft,2015.10.28,FR
UAM,기체•부품,기체구조,Rotorcraft provided with a yaw motion control system having a ducted rotor and an ice protection system,2022.03.15,FR
UAM,기체•부품,기체구조,Rotorcraft fitted with an anti-torque tail rotor that contributes selectively to providing the rotorcraft with lift and with propulsion in translation,2014.12.09,FR
UAM,기체•부품,기체구조,Can provide lift or propulsive force of the anti-torque tail rotor wing aircraft,2014.12.17,FR
UAM,기체•부품,기체구조,Comprises a main pitch control lever and a secondary lever rotorcraft,2014.08.27,US
UAM,기체•부품,기체구조,Rotorcraft rotor including primary pitch horns and secondary horns,2014.09.23,US
UAM,기체•부품,기체구조,"Rotorcraft blade, rotorcraft rotor equipped with said blade and method of manufacturing this blade",2008.12.12,FR
UAM,기체•부품,기체구조,Rotorcraft blade provided with a tiltable flap,2006.10.24,FR
UAM,기체•부품,기체구조,Rotorcraft rotor blade assembly,2016.05.19,US
UAM,기체•부품,기체구조,Rotorcraft rotor including primary pitch horns and secondary horns,2013.09.24,US
UAM,기체•부품,기체구조,A composite material made of [...] wing aircraft rotor,2016.01.08,FR
UAM,기체•부품,기체구조,Rotorcraft rotor fitted with lead-lag dampers housed in sleeves connecting blades to a hub of the rotor,2013.07.09,FR
UAM,기체•부품,기계•전기전자 시스템,Semi-automatic collective pitch mechanism for a rotorcraft,2014.01.23,NZ
UAM,기체•부품,기체구조,Single-blade aircraft rotor,2020.11.04,FR
UAM,기체•부품,기체구조,Compact rotorcraft seat assembly with non-linear bucket guidance channel,2022.11.09,US
UAM,인프라,수리/정비,Rotorcraft service fixtures,2019.02.08,US
UAM,항행•교통관리,UAM 통합 교통관리,Dynamically adjustable rotorcraft swashplate with undulating surface,2020.01.16,US
UAM,기체•부품,기체구조,"Rotorcraft tail rotor, a rotorcraft fitted with such a tail rotor, and a method of statically and/or dynamically balancing a rotorcraft tail rotor",2015.11.24,FR
UAM,기체•부품,기체구조,"A main rotor, the tail rotor balance method and rotary wing aircraft",2015.11.27,FR
UAM,기체•부품,기체구조,Tilting duct compound helicopter,2018.11.26,US
UAM,기체•부품,기체구조,Tilting duct compound helicopter,2021.10.04,US
UAM,기체•부품,동력•추진 시스템,Rotorcraft and heat dissipation structure for motor,2017.04.11,CN
UAM,기체•부품,동력•추진 시스템,Motor heat dissipation structure for a rotorcraft,2015.10.12,CN
UAM,항행•교통관리,UAM 통합 교통관리,Rotorcraft vibration isolation systems,2014.04.23,US
UAM,항행•교통관리,UAM 통합 교통관리,Rotorcraft winch lighting device and method of operating a rotorcraft winch lighting device,2016.06.24,EP
UAM,기체•부품,동력•추진 시스템,Rotorcraft fly-by-wire stabilization,2017.04.05,US
UAM,기체•부품,기체구조,Rotorcraft with a fuselage and at least one main rotor,2015.01.26,FR
UAM,기체•부품,기체구조,A rotorcraft with a coaxial rotor system,2010.06.12,PL
UAM,기체•부품,기체구조,Rotorcraft with axial flow air flues,2015.09.18,CN
UAM,기체•부품,기체구조,Rotorcraft with counter-rotating rotor blades capable of simultaneously generating upward lift and forward thrust,2018.04.02,US
UAM,기체•부품,동력•추진 시스템,Counter-rotational inertial control of rotorcraft,2010.04.16,US
UAM,기체•부품,기체구조,Rotorcraft with a stabilizer wing,2022.09.01,FR
UAM,기체•부품,기체구조,Rotorcraft with a stabilizer wing,2020.02.27,FR
UAM,기체•부품,기체구조,Rotorcraft (旋翼飞行器),2018.03.21,CN
UAM,기체•부품,기체구조,Collective pitch integration with control power management system of rotary aircraft,2014.02.27,US
UAM,기체•부품,동력•추진 시스템,Rotor blade visual lights,2007.03.12,US
UAM,기체•부품,동력•추진 시스템,Rotor blade visual lights,2007.03.12,US
UAM,기체•부품,동력•추진 시스템,Rotor blade visual lights,2007.03.12,US
UAM,기체•부품,기체구조,Sleeved bolt assemblies for aircraft engine mount assemblies,2017.01.19,US
UAM,기체•부품,기체구조,Rotorcraft-assisted system and method for launching and retrieving a fixed-wing aircraft,2018.01.17,US
UAM,기체•부품,기체구조,Rotorcraft-assisted system and method for launching and retrieving a fixed-wing aircraft,2021.11.12,US
UAM,기체•부품,기체구조,Rotorcraft-assisted system for launching and retrieving a fixed-wing aircraft into and from free flight,2018.08.31,US
UAM,기체•부품,기체구조,Rotorcraft-assisted system for launching and retrieving a fixed-wing aircraft into and from free flight,2021.05.03,US
UAM,기체•부품,기체구조,Rotorcraft-convertible motorcar,2018.07.17,IT
UAM,기체•부품,기체구조,Stiff-in-plane gimbaled tiltrotor hub,2006.01.13,US
UAM,기체•부품,기체구조,Stiff-in-plane gimbaled tiltrotor hub,2006.01.13,US
UAM,기체•부품,기체구조,Stiff-in-plane gimbaled tiltrotor hub,2006.01.13,US
UAM,기체•부품,기체구조,Stiff-in-plane gimbaled tiltrotor hub,2006.01.13,US
UAM,기체•부품,기체구조,Rotor-lift aircraft,2015.03.27,GB
UAM,기체•부품,기체구조,Rotor-lift aircraft,2015.03.27,GB
UAM,기체•부품,기체구조,Rotor-wing assembly and unmanned aerial vehicle,2019.05.02,CN
UAM,기체•부품,기체구조,Rubber band launching device and unmanned aerial vehicle (皮筋发射装置及无人机),2016.05.31,CN
UAM,항행•교통관리,UAM 최적항로 예측,Secure interactive 3d navigation method and device,2004.04.16,FR
UAM,기체•부품,기체구조,Safe landing device used when helicopter breaks down and shuts down at high altitude,2013.11.13,CN
UAM,기체•부품,기체구조,Helicopter air-sea fault and stop of the safe landing of the device,2013.11.13,CN
UAM,기체•부품,기체구조,Helicopter sea fault and stop of the safe landing of the device,2013.11.13,CN
UAM,기체•부품,기체구조,Flying car,2016.09.03,US
UAM,기체•부품,기체구조,Personal aircraft,2015.12.18,US
UAM,기체•부품,기체구조,Personal aircraft,2013.02.11,US
UAM,기체•부품,기체구조,Personal aircraft,2013.06.30,US
UAM,기체•부품,기체구조,Personal aircraft,2011.07.19,US
UAM,기체•부품,기체구조,Personal aircraft,2011.09.10,US
UAM,기체•부품,기체구조,Personal aircraft,2012.07.19,US
UAM,기체•부품,기체구조,Private aircraft,2011.07.19,US
UAM,기체•부품,기체구조,Personal aircraft,2017.11.13,US
UAM,기체•부품,기체구조,Personal aircraft,2012.07.19,US
UAM,기체•부품,기체구조,Personal aircraft,2012.07.19,US
UAM,기체•부품,기체구조,Personal aircraft,2012.07.19,US
UAM,기체•부품,기체구조,Personal aircraft,2011.07.19,US
UAM,기체•부품,기체구조,Personal aircraft,2021.03.03,US
UAM,기체•부품,기체구조,Autonomous safety and recovery system for unmanned aerial vehicles,2016.04.28,US
UAM,기체•부품,인증•시험평가,Rotary wing aircraft proximity warning system with a geographically based avoidance system,2006.12.08,US
UAM,기체•부품,기체구조,Safety guard device for unmanned aerial vehicle and safety guard method for unmanned aerial vehicle (无人机安全防护装置以及无人机安全防护方法),2017.07.17,CN
UAM,기체•부품,기체구조,Safety rescue aircraft (安全救生飞机),2008.09.22,CN
UAM,기체•부품,기계•전기전자 시스템,Safety rotor,2016.07.08,JP
UAM,기체•부품,기계•전기전자 시스템,Safety rotor,2016.07.08,JP
UAM,기체•부품,인증•시험평가,Safety system for aerial vehicles and method of operation,2019.12.09,US
UAM,기체•부품,인증•시험평가,Safety system for aerial vehicles and method of operation,2018.02.23,US
UAM,기체•부품,인증•시험평가,Safety system for aerial vehicles and method of operation,2018.02.23,US
UAM,기체•부품,인증•시험평가,Safety system for aerial vehicles and method of operation,2018.02.23,US
UAM,기체•부품,기계•전기전자 시스템,"Safety system, a helicopter fitted with such a system, and a safety method seeking to avoid an undesirable event",2016.01.28,FR
UAM,항행•교통관리,UAM 탑재 통신,Satellite system and method of deploying same,2003.09.05,US
UAM,기체•부품,기계•전기전자 시스템,Integrated stability and control augmentation system,2017.12.11,JP
UAM,기체•부품,기체구조,Sea-air-land-dive four-environment tilting three-rotor unmanned aerial vehicle capable of vertical take-off and landing (一种可垂直起降的海陆空潜四栖倾转三旋翼无人机),2017.10.23,CN
UAM,기체•부품,기체구조,Sea-land-air-underwater adapted vehicle capable of vertical take-off and landing (一种可垂直起降的海陆空潜四栖航行器),2019.04.26,CN
UAM,기체•부품,기체구조,Amphibious aircraft,2002.09.27,JP
UAM,기체•부품,기체구조,Unmanned aerial vehicle search and rescue system,2019.04.10,US
UAM,기체•부품,기체구조,Unmanned aerial vehicle search and rescue system,2021.08.02,US
UAM,기체•부품,기체구조,Unmanned aerial vehicle search and rescue system,2023.01.02,US
UAM,기체•부품,동력•추진 시스템,Search and rescue drone arrangement,2016.10.27,AE
UAM,기체•부품,동력•추진 시스템,Search and rescue drone arrangement,2016.10.27,AE
UAM,기체•부품,기체구조,Seat control system of air vehicle for urban air mobility,2021.10.05,KR
UAM,기체•부품,동력•추진 시스템,Second generation automobile helivehicle plane,2003.01.17,CN
UAM,기체•부품,기체구조,Hp turbine blade airfoil profile,2006.09.07,CA
UAM,인프라,운항정보 수집분석 및 공유,"Secondary battery, battery pack, electronic device, electric tool, electric aircraft, and electric vehicle",2022.01.20,JP
UAM,인프라,운항정보 수집분석 및 공유,"Secondary battery, battery pack, electronic device, electric tool, electric aircraft, and electric vehicle",2022.02.02,JP
UAM,기체•부품,기계•전기전자 시스템,Seeding device,2017.10.17,US
UAM,기체•부품,기계•전기전자 시스템,Seeding device,2021.08.23,US
UAM,기체•부품,기계•전기전자 시스템,Seeding device,2017.10.17,US
UAM,기체•부품,동력•추진 시스템,Seesaw type fixed pitch propeller,2022.01.16,CN
UAM,기체•부품,동력•추진 시스템,Multimode powertrains for rotorcraft,2020.01.17,US
